30,30
17,16,21,21,21,21,20,21,21,18,16,17,21,20,17,18,18,20,17,20,22,21,19,18,20,21,21,21,16,16
20,19,18,19,22,16,20,20,20,19,18,19,21,20,17,20,20,18,18,16,18,16,17,16,18,20,18,20,17,18
21,20,22,17,18,19,20,21,21,19,16,20,20,18,19,17,19,17,16,17,16,18,20,17,17,16,18,18,18,17
20,19,17,19,19,19,18,21,19,20,20,19,16,19,20,20,19,18,20,22,17,21,21,19,19,19,20,19,18,18
16,18,21,18,19,22,17,17,19,20,17,18,19,21,19,21,17,16,16,21,20,17,22,16,17,19,17,21,18,21
20,21,21,19,21,20,20,19,19,20,18,19,21,19,20,17,19,17,17,17,20,19,17,20,19,19,17,20,19,19
16,16,22,18,16,21,20,17,18,18,22,17,17,22,19,18,16,22,18,17,21,18,16,16,16,21,18,21,20,21
20,20,16,16,17,19,21,20,20,21,17,18,18,21,19,17,20,16,18,20,21,18,18,16,17,17,21,17,16,19
18,17,19,19,20,17,19,21,17,19,18,18,19,21,18,21,20,22,17,16,21,19,22,20,17,19,20,21,22,17
17,21,19,19,19,18,18,21,18,22,20,19,21,22,20,21,16,18,16,18,17,20,17,19,19,16,20,18,19,17
22,16,17,18,20,20,18,21,18,17,21,19,20,17,17,20,19,19,18,22,18,18,21,17,18,17,17,19,17,16
19,16,17,17,20,19,16,16,19,17,19,20,19,21,21,17,19,19,17,21,19,17,19,21,19,18,17,21,21,21
18,17,17,18,18,18,21,21,22,17,21,19,21,17,16,18,17,21,21,17,17,20,19,21,18,22,21,17,16,21
20,20,20,17,21,19,19,20,20,22,20,20,22,17,21,21,20,19,17,17,19,21,21,16,18,19,18,22,18,20
22,17,16,20,19,20,19,21,16,17,21,19,20,18,20,21,18,18,18,20,18,19,19,18,23,19,25,23,22,20
19,19,19,20,17,20,20,20,17,20,18,19,21,21,17,22,19,19,21,19,20,19,23,20,27,30,30,28,28,23
21,17,16,17,22,21,18,18,18,21,22,19,23,17,21,20,17,21,18,16,18,22,22,29,36,41,45,41,36,28
19,20,21,16,20,20,18,18,23,25,29,29,27,21,18,20,22,22,16,17,20,23,27,34,49,60,62,59,49,32
21,17,21,16,17,16,17,22,24,31,42,45,42,31,21,18,17,21,21,20,18,22,28,42,59,73,83,75,58,42
18,16,21,18,19,19,19,20,28,40,59,72,60,41,25,22,16,17,20,19,23,24,30,46,62,84,89,85,62,43
16,18,19,16,16,17,16,24,29,45,70,83,72,46,25,24,17,17,18,19,19,20,25,41,58,74,81,73,60,39
17,19,20,16,17,16,22,22,29,38,60,71,63,40,26,21,19,18,16,18,22,22,27,36,48,56,61,56,44,35
21,17,20,19,21,18,17,22,20,31,38,43,39,31,20,18,20,19,19,20,22,20,22,27,34,40,43,39,36,26
20,21,20,19,20,17,17,18,19,20,24,28,25,23,20,16,20,18,18,18,20,22,19,24,25,29,29,25,26,25
19,19,21,21,20,22,16,21,20,18,22,21,22,22,19,20,19,21,20,17,19,16,17,19,23,23,22,24,23,18
17,17,20,20,16,18,20,19,16,21,20,22,20,17,16,16,16,17,18,19,20,18,19,22,21,21,20,17,22,22
19,17,17,22,17,21,16,18,22,21,21,20,19,19,21,17,22,21,20,17,20,18,17,20,18,19,16,19,20,17
18,20,19,18,18,18,20,21,19,19,20,18,21,21,18,18,17,16,17,21,17,21,18,17,21,18,19,21,18,18
17,22,18,22,18,21,16,19,18,19,21,21,20,22,16,20,17,19,16,17,19,16,16,17,22,17,20,17,20,18
22,21,16,17,21,18,21,18,18,19,22,17,21,19,17,16,18,18,21,17,17,18,19,21,22,20,21,18,20,18
