30,30
9,10,9,9,12,8,8,14,10,9,7,13,8,12,15,10,14,13,17,19,27,35,43,52,55,55,57,61,57,49
10,15,11,12,7,13,12,8,10,10,9,9,10,8,9,11,11,14,21,24,33,38,46,49,61,65,65,64,57,52
8,14,15,13,10,10,12,10,10,15,9,15,10,14,14,10,13,19,22,21,33,35,46,51,60,69,70,67,57,50
10,12,11,14,11,10,8,14,13,13,12,8,7,13,14,12,17,19,15,24,26,34,48,56,59,61,66,67,61,53
8,10,7,11,11,13,12,11,12,9,8,9,12,13,14,16,17,16,17,22,26,33,39,50,54,59,58,56,58,47
7,10,12,15,8,9,10,12,9,7,10,10,13,13,12,10,16,13,17,17,28,33,37,44,46,50,54,53,52,39
12,11,12,12,9,13,12,11,14,11,15,8,9,8,12,15,14,18,15,17,22,26,32,34,38,45,46,43,44,40
8,13,10,11,14,7,9,11,11,8,14,12,11,14,14,10,16,15,17,17,20,26,25,34,30,39,37,32,30,29
13,13,15,15,11,14,10,12,13,11,9,9,11,12,16,11,17,18,20,23,21,23,21,27,26,28,29,27,25,22
15,8,13,14,13,13,8,9,9,13,8,14,11,9,18,15,18,19,26,21,20,19,23,26,21,24,20,21,23,22
9,10,10,15,9,14,10,13,12,14,15,10,15,18,20,19,29,29,34,28,30,22,25,23,17,18,21,21,14,16
12,11,12,8,15,10,11,11,14,9,15,12,11,14,24,25,31,39,42,37,38,32,25,20,15,18,15,14,16,13
10,10,10,11,10,12,9,8,15,10,13,13,17,20,23,35,46,46,50,49,46,38,27,19,21,18,14,17,15,13
9,14,9,8,14,12,12,9,15,13,11,14,13,18,28,40,48,62,65,55,51,37,29,20,20,16,15,10,11,10
14,11,8,10,14,15,13,11,10,11,10,15,12,21,32,39,53,61,66,65,49,40,29,23,15,16,13,15,14,14
11,10,8,9,14,8,15,14,13,13,9,11,14,23,26,37,47,59,62,56,54,43,31,24,16,15,14,11,10,12
11,9,13,11,11,9,15,12,13,8,14,12,12,19,28,37,46,52,53,55,48,35,24,24,18,11,9,9,15,10
11,15,10,11,15,13,12,13,9,14,14,13,13,22,24,32,40,47,45,43,41,34,25,18,13,16,14,11,9,12
14,9,11,8,10,12,15,12,11,15,14,10,14,21,22,28,32,37,47,40,44,34,25,21,19,16,10,14,15,14
12,14,7,11,15,12,16,10,15,17,15,14,16,17,19,30,38,38,50,43,45,40,27,24,19,14,15,8,12,11
15,9,15,15,8,14,13,12,12,12,18,12,18,20,23,34,40,49,53,52,51,41,34,24,18,19,16,11,15,9
13,11,8,12,16,13,18,16,16,16,22,17,19,22,24,35,47,51,66,69,60,51,43,31,25,15,11,17,8,15
11,11,15,11,17,13,18,19,22,19,27,22,25,31,31,43,51,60,74,72,72,61,50,34,28,19,17,11,8,10
11,10,16,18,12,20,22,28,28,32,28,34,34,30,39,43,54,63,75,80,69,60,47,41,26,20,16,15,16,10
13,16,16,15,14,17,25,29,31,38,39,38,35,34,42,47,54,67,73,74,68,59,49,39,27,21,16,9,13,15
15,10,12,20,23,24,27,38,40,48,49,44,46,46,45,44,48,57,65,66,59,49,41,34,27,21,18,10,10,15
15,11,17,16,19,23,30,41,51,51,52,52,51,44,39,39,43,50,52,53,48,43,31,23,21,19,14,9,13,15
15,16,13,18,25,30,40,46,56,57,60,55,53,49,40,43,36,42,43,39,39,35,24,19,14,12,16,15,9,11
10,11,18,17,26,27,39,50,54,58,65,60,55,49,39,36,29,29,33,28,28,23,23,16,12,10,12,10,11,7
16,12,11,15,23,29,34,43,53,61,62,61,54,45,36,32,28,26,20,22,18,21,14,18,12,10,14,15,10,11
